0;0;0;0;land;false;unknown;0
1;204;229;139;land;false;forest;1
2;187;231;246;land;false;forest;1
3;207;230;101;land;false;plains;1
4;167;218;226;land;false;plains;1
5;238;196;156;land;false;forest;1
6;183;131;251;land;false;forest;1
7;191;197;186;land;false;mountain;1
8;88;254;224;land;false;hills;1
9;212;82;243;land;false;mountain;1
10;140;155;210;land;true;plains;1
11;218;91;202;land;true;hills;1
12;249;109;197;land;true;forest;1
13;153;220;146;land;false;desert;1
14;170;204;182;land;true;forest;1
15;193;238;128;land;true;plains;1
16;147;211;205;land;false;hills;1
17;177;135;226;land;true;forest;1
18;223;202;161;land;false;forest;1
19;230;154;241;land;false;desert;1
20;168;245;172;land;false;forest;1
21;230;162;196;land;false;mountain;1
22;230;149;132;land;false;forest;1
23;233;222;211;land;false;plains;1
24;165;170;199;land;false;forest;1
25;109;218;210;land;false;desert;1
26;218;253;108;land;false;forest;1
27;216;133;157;land;false;forest;1
28;231;245;50;land;false;plains;1
29;62;230;233;land;false;plains;1
30;236;242;72;land;false;hills;1
31;116;247;167;land;false;plains;1
32;155;189;221;land;false;forest;1
33;221;162;185;land;true;plains;1
34;184;242;100;land;false;forest;1
35;228;161;222;land;false;forest;1
36;245;205;96;land;false;hills;1
37;199;156;236;land;false;plains;1
38;196;225;80;land;false;desert;1
39;137;249;253;land;false;forest;1
40;213;99;210;land;false;forest;1
41;165;227;251;land;false;forest;1
42;72;187;253;land;false;desert;1
43;244;223;136;land;true;marsh;1
44;165;101;242;land;true;plains;1
45;235;234;232;land;false;plains;1
46;248;163;165;land;false;desert;1
47;206;194;126;land;false;jungle;1
48;252;88;230;land;false;plains;1
49;124;196;218;land;false;plains;1
50;209;217;90;land;false;jungle;1
51;98;253;225;land;true;forest;1
52;254;67;247;land;true;forest;1
53;223;136;200;land;false;plains;1
54;227;249;209;land;false;forest;1
55;158;237;176;land;false;plains;1
56;213;175;200;land;false;forest;1
57;118;188;241;land;false;plains;1
58;193;219;115;land;true;forest;1
59;236;111;233;land;false;plains;1
60;109;235;173;land;false;plains;1
61;201;221;189;land;false;desert;1
62;252;226;99;land;false;plains;1
63;94;229;187;land;false;forest;1
64;102;192;227;land;false;forest;1
65;251;232;157;land;false;plains;1
66;175;213;240;land;false;forest;1
67;200;205;241;land;false;plains;1
68;242;252;26;land;false;forest;1
69;117;190;230;land;true;plains;1
70;232;250;63;land;true;plains;1
71;192;233;197;land;false;plains;1
72;218;196;165;land;true;mountain;1
73;126;183;220;land;true;hills;1
74;197;175;140;land;false;forest;1
75;192;111;233;land;false;forest;1
76;162;246;213;land;true;forest;1
77;211;228;211;land;false;plains;1
78;196;139;213;land;false;forest;1
79;108;194;225;land;false;plains;1
80;100;243;251;land;false;jungle;1
81;215;221;249;land;false;jungle;1
82;168;229;152;land;false;plains;1
83;230;162;128;land;false;plains;1
84;181;214;141;land;false;plains;1
85;142;249;137;land;false;hills;1
86;175;190;205;land;false;forest;1
87;140;230;210;land;false;plains;1
88;226;121;203;land;false;desert;1
89;226;254;232;land;true;plains;1
90;215;96;203;land;false;desert;1
91;245;160;217;land;false;plains;1
92;118;207;244;land;true;forest;1
93;169;157;214;land;false;plains;1
94;216;170;230;land;false;plains;1
95;185;244;236;land;false;forest;1
96;148;251;184;land;false;hills;1
97;221;232;151;land;true;forest;1
98;238;223;246;land;false;desert;1
99;179;252;228;land;true;hills;1
100;145;239;214;land;false;hills;1
101;137;143;247;land;false;forest;1
102;214;167;241;land;true;forest;1
103;193;150;204;land;false;plains;1
104;134;164;245;land;false;mountain;1
105;172;247;113;land;false;desert;1
106;247;240;17;land;false;plains;1
107;243;202;69;land;false;forest;1
108;144;236;226;land;false;plains;1
109;238;240;51;land;false;forest;1
110;147;246;141;land;false;forest;1
111;193;147;205;land;false;plains;1
112;184;241;103;land;false;plains;1
113;232;82;197;land;false;desert;1
114;186;244;141;land;false;forest;1
115;200;156;254;land;false;forest;1
116;247;211;67;land;false;hills;1
117;220;159;207;land;false;forest;1
118;198;252;232;land;true;plains;1
119;214;87;221;land;false;hills;1
120;249;111;209;land;false;forest;1
121;252;139;114;land;false;plains;1
122;219;152;231;land;false;plains;1
123;217;67;250;land;false;desert;1
124;220;54;227;land;false;forest;1
125;165;222;211;land;false;forest;1
126;218;163;187;land;true;plains;1
127;181;165;236;land;true;jungle;1
128;109;176;252;land;false;forest;1
129;59;254;254;land;false;forest;1
130;193;88;253;land;false;jungle;1
131;64;233;209;land;false;forest;1
132;192;210;125;land;false;plains;1
133;231;155;253;land;false;forest;1
134;188;212;250;land;false;jungle;1
135;183;79;248;land;false;plains;1
136;139;239;168;land;true;forest;1
137;180;113;236;land;false;forest;1
138;198;65;241;land;false;forest;1
139;129;234;224;land;false;plains;1
140;244;230;195;land;false;hills;1
141;224;249;188;land;false;desert;1
142;221;241;207;land;false;forest;1
143;237;116;240;land;false;forest;1
144;227;74;203;land;false;plains;1
145;163;247;238;land;false;desert;1
146;182;201;119;land;false;desert;1
147;145;218;149;land;true;plains;1
148;243;91;232;land;false;hills;1
149;200;160;191;land;false;forest;1
150;244;199;160;land;false;forest;1
151;157;211;211;land;false;plains;1
152;190;77;238;land;false;plains;1
153;121;221;193;land;false;forest;1
154;122;243;252;land;false;plains;1
155;221;137;147;land;false;marsh;1
156;92;251;249;land;false;hills;1
157;122;253;196;land;false;forest;1
158;173;182;151;land;true;forest;1
159;221;232;207;land;false;hills;1
160;231;253;139;land;false;desert;1
161;155;191;169;land;true;forest;1
162;88;172;252;land;false;forest;1
163;254;178;196;land;false;forest;1
164;244;121;228;land;false;hills;1
165;209;200;182;land;false;desert;1
166;110;213;185;land;false;hills;1
167;182;143;244;land;false;forest;1
168;188;75;243;land;false;forest;1
169;203;172;252;land;false;plains;1
170;111;249;183;land;false;forest;1
171;206;128;222;land;false;forest;1
172;148;206;185;land;false;forest;1
173;223;213;127;land;false;plains;1
174;199;236;137;land;false;hills;1
175;160;245;210;land;false;plains;1
176;148;178;232;land;false;desert;1
177;241;113;174;land;false;plains;1
178;165;215;133;land;false;hills;1
179;241;204;223;land;false;plains;1
180;165;142;244;land;false;plains;1
181;185;242;162;land;false;plains;1
182;223;98;193;land;false;jungle;1
183;222;241;73;land;false;plains;1
184;76;235;241;land;false;forest;1
185;175;204;186;land;false;forest;1
186;221;232;232;land;false;forest;1
187;195;210;164;land;false;plains;1
188;232;149;164;land;true;mountain;1
189;239;216;250;land;true;plains;1
190;212;245;105;land;false;plains;1
191;233;157;111;land;true;plains;1
192;247;29;247;land;true;mountain;1
193;193;220;234;land;false;plains;1
194;75;252;183;land;false;desert;1
